tsg;id_gene;gene_symbol;tissue_L1;tissue_L2;Z_L1;SNR_L1;SIGNAL_L1;NOISE_L1;ref_tissue_L1;REF_L1;SRR_L1;Z_L2;SNR_L2;SIGNAL_L2;NOISE_L2;ref_tissue_L2;REF_L2;SRR_L2
HAPLN2_brain;60484.0;HAPLN2;brain;neuro;5.0;1.9;4.736461;2.512471;breast;0.272449;17.4;3.8;2.8;4.13485;1.486978;female_genital;0.671976;6.2
CCDC81_female_genital;60494.0;CCDC81;female_genital;female_genital;4.7;1.4;2.921062;2.138701;breast;0.278212;10.5;;;;;;;
CCDC81_testis;60494.0;CCDC81;testis;male_germinal;;;;;;;;3.7;2.3;2.138701;0.939242;female_genital;0.60877;3.5
KCNK15_artery;60598.0;KCNK15;artery;cardio_vascular;;;;;;;;3.2;1.9;2.007743;1.058913;female_genital;1.058373;1.9
PROK2_blood;60675.0;PROK2;blood;hematopoietic;4.7;1.6;6.803605;4.146412;breast;0.221146;30.8;3.2;1.7;5.221025;3.045958;female_genital;0.221695;23.6
PAPPA2_placenta;60676.0;PAPPA2;placenta;placenta;4.9;1.6;5.029399;3.058647;breast;0.640572;7.9;3.4;1.6;5.029399;3.058647;female_genital;0.462592;10.9
CELF5_brain;60680.0;CELF5;brain;neuro;5.1;2.1;5.158674;2.49197;breast;0.557501;9.3;3.4;1.5;3.858393;2.49197;female_genital;0.732845;5.3
CELA2A_pancreas;63036.0;CELA2A;pancreas;pancreas;6.3;4.8;10.924042;2.276343;breast;0.202948;53.8;4.2;4.8;10.924042;2.276343;female_genital;0.352949;31.0
BCAN_brain;63827.0;BCAN;brain;neuro;5.7;2.9;5.225808;1.813544;breast;0.328455;15.9;4.0;4.0;4.010729;1.013376;female_genital;0.618132;6.5
PIEZO2_bronchus_lung;63895.0;PIEZO2;bronchus_lung;tracheo_broncho_lung;;;;;;;;2.8;1.5;1.812608;1.175914;female_genital;0.679201;2.7
DUSP21_testis;63904.0;DUSP21;testis;male_germinal;6.4;11.9;1.736525;0.146177;breast;0.002534;685.3;4.2;11.9;1.736525;0.146177;female_genital;0.005694;305.0
TNN_breast;63923.0;TNN;breast;female_genital;4.4;1.6;2.029916;1.260915;breast;2.029916;1.0;;;;;;;
CIDEC_connective_tissues;63924.0;CIDEC;connective_tissues;soft_tissues;4.1;1.3;8.217772;6.096418;breast;6.096418;1.3;3.4;1.6;5.396494;3.434742;female_genital;3.434742;1.6
ANKEF1_testis;63926.0;ANKEF1;testis;male_germinal;;;;;;;;3.1;1.6;3.077571;1.973273;female_genital;1.029788;3.0
GPSM3_blood;63940.0;GPSM3;blood;hematopoietic;;;;;;;;3.3;1.2;7.926051;6.526465;female_genital;2.800953;2.8
DMRTC2_testis;63946.0;DMRTC2;testis;male_germinal;6.5;18.1;4.974536;0.275277;breast;0.028619;173.8;4.2;23.3;4.974536;0.213316;female_genital;0.024047;206.9
DMRTC1_adult_ovary;63947.0;DMRTC1;adult_ovary;female_genital;4.6;1.7;1.875669;1.111708;breast;0.002434;770.6;;;;;;;
DMRTB1_testis;63948.0;DMRTB1;testis;male_germinal;6.5;24.9;5.370714;0.215673;breast;0.010504;511.3;4.2;24.9;5.370714;0.215673;female_genital;0.014;383.6
CLSPN_embryonic_stem_cells;63967.0;CLSPN;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.2;1.4;2.7847;1.968274;female_genital;0.175334;15.9
TP53AIP1_connective_tissues;63970.0;TP53AIP1;connective_tissues;soft_tissues;;;;;;;;2.6;1.3;2.402684;1.886733;female_genital;0.984665;2.4
NEUROG2_haematopoietic_div;63973.0;NEUROG2;haematopoietic_div;hematopoietic;6.0;2.9;2.742619;0.951206;breast;0.440391;6.2;;;;;;;
NEUROD6_brain;63974.0;NEUROD6;brain;neuro;6.5;36.8;1.737479;0.047239;breast;0.003576;485.9;;;;;;;
PRDM16_artery;63976.0;PRDM16;artery;cardio_vascular;;;;;;;;2.8;1.7;3.266172;1.942612;female_genital;0.626408;5.2
PRDM14_embryonic_stem_cells;63978.0;PRDM14;embryonic_stem_cells;totipotent_stem_cells;6.5;13.7;5.354454;0.392221;breast;0.002601;2058.6;4.2;13.7;5.354454;0.392221;female_genital;0.004184;1279.7
ANO3_brain;63982.0;ANO3;brain;neuro;4.7;1.9;2.038621;1.061289;breast;0.508429;4.0;3.2;1.7;1.546875;0.908259;female_genital;0.31409;4.9
MYO1G_blood;64005.0;MYO1G;blood;hematopoietic;;;;;;;;3.1;1.4;5.837597;4.318924;female_genital;0.804959;7.3
PRSS22_mouth;64063.0;PRSS22;mouth;head_neck;;;;;;;;2.5;1.4;4.250624;3.035178;female_genital;1.545748;2.7
OXCT2_testis;64064.0;OXCT2;testis;male_germinal;6.2;4.4;4.021582;0.913182;breast;0.115619;34.8;4.2;9.2;4.021582;0.43839;female_genital;0.183136;22.0
NPAS3_brain;64067.0;NPAS3;brain;neuro;4.6;2.0;3.087942;1.564851;breast;0.846112;3.6;3.7;2.5;2.597914;1.026543;female_genital;1.026543;2.5
SLC28A3_pancreas;64078.0;SLC28A3;pancreas;pancreas;;;;;;;;2.5;1.2;1.864045;1.518555;female_genital;1.323714;1.4
PBLD_peritoneum_retroperitoneum;64081.0;PBLD;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;2.8;1.3;6.521964;5.119448;female_genital;1.568333;4.2
GAL3ST2_colon;64090.0;GAL3ST2;colon;digestive;4.6;7.9;2.862113;0.361563;breast;0.054272;52.7;4.1;6.2;1.717672;0.277547;female_genital;0.135155;12.7
GAL3ST2_rectum_anus;64090.0;GAL3ST2;rectum_anus;digestive;4.3;7.4;2.686367;0.361563;breast;0.054272;49.5;;;;;;;
POPDC2_muscles;64091.0;POPDC2;muscles;heart_muscles;;;;;;;;3.1;1.5;5.267041;3.558044;female_genital;1.931937;2.7
SAMSN1_blood;64092.0;SAMSN1;blood;hematopoietic;;;;;;;;3.0;1.4;5.07149;3.660166;female_genital;1.208053;4.2
TNMD_uterus;64102.0;TNMD;uterus;female_genital;;;;;;;;2.6;1.2;1.952225;1.59166;female_genital;1.952225;1.0
CENPK_embryonic_stem_cells;64105.0;CENPK;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.4;1.8;4.021532;2.224996;female_genital;0.525771;7.6
SLC39A8_bronchus_lung;64116.0;SLC39A8;bronchus_lung;tracheo_broncho_lung;;;;;;;;3.3;1.6;5.998518;3.84362;female_genital;2.436292;2.5
NOD2_blood;64127.0;NOD2;blood;hematopoietic;;;;;;;;2.8;1.5;2.937431;1.936801;female_genital;0.796533;3.7
ABCG4_brain;64137.0;ABCG4;brain;neuro;4.0;1.8;2.145002;1.163102;breast;0.07329;29.3;;;;;;;
ABCG4_testis;64137.0;ABCG4;testis;male_germinal;4.2;1.9;2.216631;1.163102;breast;0.07329;30.2;3.4;1.4;2.216631;1.618125;female_genital;0.172337;12.9
KIF9_testis;64147.0;KIF9;testis;male_germinal;5.0;2.0;3.66247;1.823172;breast;1.011804;3.6;3.7;2.2;3.66247;1.640747;female_genital;0.98976;3.7
NCAPG_embryonic_stem_cells;64151.0;NCAPG;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.3;1.7;4.050092;2.388599;female_genital;0.342349;11.8
CARD9_tonsil;64170.0;CARD9;tonsil;lymphoid;;;;;;;;3.0;1.3;2.66829;2.002692;female_genital;0.866093;3.1
POPDC3_muscles;64208.0;POPDC3;muscles;heart_muscles;4.2;1.7;5.245269;3.133807;breast;0.414482;12.7;2.7;1.2;3.897874;3.133807;female_genital;0.426593;9.1
MS4A5_testis;64232.0;MS4A5;testis;male_germinal;6.5;321.9;4.278508;0.013292;breast;0.010686;400.4;4.2;417.3;4.278508;0.010253;female_genital;0.007576;564.7
ABCG5_biliary_tract;64240.0;ABCG5;biliary_tract;hepato_bilary;4.2;2.0;3.920954;1.951906;breast;0.066812;58.7;;;;;;;
ABCG5_liver;64240.0;ABCG5;liver;hepato_bilary;4.3;2.1;4.002652;1.951906;breast;0.066812;59.9;4.2;19.3;3.902171;0.202023;female_genital;0.091756;42.5
ABCG8_biliary_tract;64241.0;ABCG8;biliary_tract;hepato_bilary;4.1;1.9;4.075081;2.15106;breast;0.076475;53.3;;;;;;;
ABCG8_liver;64241.0;ABCG8;liver;hepato_bilary;4.3;2.0;4.301774;2.15106;breast;0.076475;56.3;4.2;16.4;4.185665;0.254511;female_genital;0.07447;56.2
ARHGAP9_blood;64333.0;ARHGAP9;blood;hematopoietic;;;;;;;;2.8;1.2;6.277714;5.398362;female_genital;1.337964;4.7
CHST8_pituitary_gland;64377.0;CHST8;pituitary_gland;endocrine_gland;5.9;3.0;5.388331;1.78621;breast;0.789284;6.8;;;;;;;
MMP25_blood;64386.0;MMP25;blood;hematopoietic;;;;;;;;3.3;2.0;3.404745;1.740625;female_genital;0.577124;5.9
GREM2_liver;64388.0;GREM2;liver;hepato_bilary;;;;;;;;2.5;1.3;2.779211;2.218098;female_genital;1.368174;2.0
GMCL2_testis;64396.0;GMCL2;testis;male_germinal;6.5;35.6;2.485325;0.069817;breast;0.010444;238.0;4.2;43.5;2.485325;0.057183;female_genital;0.009711;255.9
HHIP_bronchus_lung;64399.0;HHIP;bronchus_lung;tracheo_broncho_lung;;;;;;;;3.2;2.0;2.309828;1.166898;female_genital;0.16875;13.7
CDH22_brain;64405.0;CDH22;brain;neuro;4.9;2.4;2.452222;1.034081;breast;0.195516;12.5;3.4;2.0;1.857021;0.909533;female_genital;0.311512;6.0
RGS18_blood;64407.0;RGS18;blood;hematopoietic;;;;;;;;2.7;1.6;2.753284;1.768106;female_genital;0.348349;7.9
RGS18_tonsil;64407.0;RGS18;tonsil;lymphoid;;;;;;;;2.5;1.5;2.6426;1.768106;female_genital;0.348349;7.6
DNAI2_testis;64446.0;DNAI2;testis;male_germinal;4.7;1.3;3.819593;2.911948;breast;0.025295;151.0;4.0;3.1;3.819593;1.222275;female_genital;0.277785;13.8
CPEB1_testis;64506.0;CPEB1;testis;male_germinal;;;;;;;;3.2;1.4;3.844575;2.667299;female_genital;1.288053;3.0
TEKT3_testis;64518.0;TEKT3;testis;male_germinal;5.8;2.5;4.083953;1.613452;breast;0.422425;9.7;4.2;7.1;4.083953;0.572087;female_genital;0.546279;7.5
GPR135_testis;64582.0;GPR135;testis;male_germinal;4.6;1.9;3.318992;1.70658;breast;0.647339;5.1;3.7;2.5;3.318992;1.346792;female_genital;0.929065;3.6
TSPY2_testis;64591.0;TSPY2;testis;male_germinal;6.5;35.7;3.057366;0.085616;breast;0.0;999.0;4.2;82.1;3.057366;0.037251;female_genital;0.0;999.0
PLA2G2F_connective_tissues;64600.0;PLA2G2F;connective_tissues;soft_tissues;;;;;;;;4.1;4.4;1.624447;0.365347;female_genital;0.017605;92.3
SPANXD_testis;64648.0;SPANXD;testis;male_germinal;6.5;91.6;2.179334;0.023797;breast;0.002365;921.5;4.2;294.8;2.179334;0.007392;female_genital;0.002367;920.7
SPANXC_testis;64663.0;SPANXC;testis;male_germinal;6.5;116.5;2.411807;0.02071;breast;0.015792;152.7;4.2;137.4;2.411807;0.017549;female_genital;0.012168;198.2
CTAGE1_testis;64693.0;CTAGE1;testis;male_germinal;6.5;41.6;2.841695;0.068339;breast;0.010321;275.3;4.2;44.6;2.841695;0.063676;female_genital;0.009343;304.2
HS3ST6_connective_tissues;64711.0;HS3ST6;connective_tissues;soft_tissues;;;;;;;;3.7;2.2;2.578021;1.155815;female_genital;0.377664;6.8
HS3ST6_skin;64711.0;HS3ST6;skin;soft_tissues;5.3;2.1;4.892743;2.280792;breast;0.098457;49.7;;;;;;;
PDIA2_pancreas;64714.0;PDIA2;pancreas;pancreas;5.0;2.0;8.374352;4.268112;breast;0.285406;29.3;3.9;2.3;8.374352;3.614636;female_genital;0.302199;27.7
CCDC136_testis;64753.0;CCDC136;testis;male_germinal;5.1;2.0;6.449518;3.263409;breast;0.888355;7.3;3.7;2.5;6.449518;2.61109;female_genital;1.097589;5.9
MTARC1_embryonic_stem_cells;64757.0;MTARC1;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.1;1.5;3.801195;2.476445;female_genital;1.896846;2.0
LMF1_brain;64788.0;LMF1;brain;neuro;;;;;;;;3.3;1.8;5.066749;2.766788;female_genital;1.630617;3.1
IQCH_testis;64799.0;IQCH;testis;male_germinal;4.8;1.9;2.192554;1.166713;breast;0.485607;4.5;3.8;2.7;2.192554;0.798115;female_genital;0.416398;5.3
EFCAB6_testis;64800.0;EFCAB6;testis;male_germinal;5.0;1.4;3.644126;2.523413;breast;0.62901;5.8;4.0;3.8;3.644126;0.952308;female_genital;0.723696;5.0
P2RY12_brain;64805.0;P2RY12;brain;neuro;;;;;;;;3.2;1.6;2.120644;1.289922;female_genital;1.012651;2.1
CYP3A43_biliary_tract;64816.0;CYP3A43;biliary_tract;hepato_bilary;5.1;1.6;2.794015;1.71584;breast;0.086658;32.2;;;;;;;
CYP3A43_liver;64816.0;CYP3A43;liver;hepato_bilary;;;;;;;;3.2;1.4;1.674316;1.182253;female_genital;0.083682;20.0
SLC13A3_peritoneum_retroperitoneum;64849.0;SLC13A3;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;4.8;1.7;7.793719;4.517428;breast;0.809285;9.6;3.5;2.0;7.793719;3.802129;female_genital;0.871069;8.9
ETNPPL_brain;64850.0;ETNPPL;brain;neuro;3.9;1.3;5.237549;4.160878;breast;0.104133;50.3;2.9;3.2;4.313528;1.332494;female_genital;0.08624;50.0
ETNPPL_liver;64850.0;ETNPPL;liver;hepato_bilary;;;;;;;;2.7;3.0;4.036568;1.332494;female_genital;0.08624;46.8
PCDH20_artery;64881.0;PCDH20;artery;cardio_vascular;;;;;;;;3.2;1.6;1.633536;1.043987;female_genital;0.260366;6.3
RANBP17_testis;64901.0;RANBP17;testis;male_germinal;;;;;;;;2.9;1.3;2.423851;1.882672;female_genital;0.57474;4.2
AGXT2_peritoneum_retroperitoneum;64902.0;AGXT2;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;4.2;1.5;6.506706;4.421333;breast;0.031869;204.2;3.2;1.5;6.506706;4.300614;female_genital;0.027601;235.7
BCL11B_thymus;64919.0;BCL11B;thymus;lymphoid;4.2;1.7;4.830337;2.906088;breast;0.684495;7.1;;;;;;;
LRRC19_peritoneum_retroperitoneum;64922.0;LRRC19;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;3.5;1.6;4.936076;3.158326;female_genital;0.047598;103.7
RASAL3_blood;64926.0;RASAL3;blood;hematopoietic;;;;;;;;2.5;1.7;4.531079;2.727353;female_genital;1.246462;3.6
RASAL3_tonsil;64926.0;RASAL3;tonsil;lymphoid;;;;;;;;2.6;1.7;4.66067;2.727353;female_genital;1.246462;3.7
CENPH_embryonic_stem_cells;64946.0;CENPH;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.2;1.3;5.135409;3.856327;female_genital;1.599971;3.2
SLC26A10_artery;65012.0;SLC26A10;artery;cardio_vascular;;;;;;;;2.9;1.6;3.478999;2.17765;female_genital;1.335025;2.6
CDK15_adult_ovary;65061.0;CDK15;adult_ovary;female_genital;4.0;1.2;1.648421;1.318999;breast;0.484355;3.4;;;;;;;
ALS2CR11_testis;65071.0;ALS2CR11;testis;male_germinal;;;;;;;;4.2;22.7;3.298809;0.145617;female_genital;0.134633;24.5
CFLAR-AS1_placenta;65072.0;CFLAR-AS1;placenta;placenta;;;;;;;;3.1;1.9;2.096872;1.119333;female_genital;0.412155;5.1
RTN4R_brain;65078.0;RTN4R;brain;neuro;;;;;;;;2.8;1.4;2.578503;1.855078;female_genital;1.076195;2.4
NOL6_muscles;65083.0;NOL6;muscles;heart_muscles;4.2;1.6;8.53307;5.289369;breast;2.111729;4.0;3.3;2.0;6.771919;3.431957;female_genital;1.549917;4.4
ZFP69B_embryonic_stem_cells;65243.0;ZFP69B;embryonic_stem_cells;totipotent_stem_cells;4.1;1.5;2.034332;1.373001;breast;0.612022;3.3;3.6;1.8;2.034332;1.111877;female_genital;0.537621;3.8
ZNF649_embryonic_stem_cells;65251.0;ZNF649;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.4;1.7;4.203493;2.512395;female_genital;1.87107;2.2
STK33_testis;65975.0;STK33;testis;male_germinal;;;;;;;;3.0;1.6;4.025278;2.509948;female_genital;1.017894;4.0
DLK2_prostate;65989.0;DLK2;prostate;male_genital;;;;;;;;2.8;1.2;2.610192;2.213695;female_genital;1.214263;2.1
TMEM108_testis;66000.0;TMEM108;testis;male_germinal;;;;;;;;2.5;1.3;2.380235;1.90335;female_genital;0.536629;4.4
BOLL_testis;66037.0;BOLL;testis;male_germinal;6.4;5.9;4.000535;0.676496;breast;0.009349;427.9;4.2;12.7;4.000535;0.315598;female_genital;0.007995;500.4
DUSP26_muscles;78986.0;DUSP26;muscles;heart_muscles;;;;;;;;2.6;1.3;4.907278;3.845024;female_genital;0.862729;5.7
COLEC11_liver;78989.0;COLEC11;liver;hepato_bilary;;;;;;;;2.6;1.2;4.567235;3.825929;female_genital;1.169583;3.9
OTUB2_testis;78990.0;OTUB2;testis;male_germinal;4.3;1.4;2.987228;2.178841;breast;0.516396;5.8;3.5;2.3;2.987228;1.326679;female_genital;0.490923;6.1
HROB_testis;78995.0;HROB;testis;male_germinal;;;;;;;;3.3;1.4;3.148131;2.229535;female_genital;0.814004;3.9
GDAP1L1_brain;78997.0;GDAP1L1;brain;neuro;4.4;2.6;2.880855;1.124238;breast;0.064222;44.9;3.5;1.9;2.158918;1.124238;female_genital;0.194852;11.1
GDAP1L1_pituitary_gland;78997.0;GDAP1L1;pituitary_gland;endocrine_gland;4.0;2.4;2.646675;1.124238;breast;0.064222;41.2;;;;;;;
AUNIP_testis;79000.0;AUNIP;testis;male_germinal;;;;;;;;2.9;1.2;3.598661;3.117735;female_genital;0.41511;8.7
SLX1B_placenta;79008.0;SLX1B;placenta;placenta;;;;;;;;4.1;3.8;3.155635;0.833516;female_genital;0.076612;41.2
CAMKV_brain;79012.0;CAMKV;brain;neuro;4.4;1.2;4.507977;3.64029;breast;0.042162;106.9;2.7;2.9;3.359327;1.176744;female_genital;0.028629;117.3
CAMKV_embryonic_stem_cells;79012.0;CAMKV;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.0;3.1;3.64029;1.176744;female_genital;0.028629;127.2
LINC01260_thymus;79015.0;LINC01260;thymus;lymphoid;5.2;2.7;1.571536;0.576013;breast;0.120106;13.1;;;;;;;
SMIM2_testis;79024.0;SMIM2;testis;male_germinal;6.2;3.7;2.292986;0.623834;breast;0.049378;46.4;4.2;8.3;2.292986;0.276812;female_genital;0.043615;52.6
FNDC11_testis;79025.0;FNDC11;testis;male_germinal;6.4;8.7;4.530854;0.523415;breast;0.181895;24.9;4.2;11.3;4.530854;0.399663;female_genital;0.212296;21.3
TMEM38A_muscles;79041.0;TMEM38A;muscles;heart_muscles;4.5;1.8;6.253933;3.454094;breast;1.362445;4.6;;;;;;;
TRPM8_prostate;79054.0;TRPM8;prostate;male_genital;4.4;1.3;3.568345;2.795951;breast;0.041687;85.6;3.5;1.5;3.568345;2.368156;female_genital;0.032075;111.3
PRRG3_brain;79057.0;PRRG3;brain;neuro;;;;;;;;3.2;1.5;1.563318;1.042054;female_genital;1.042054;1.5
ELOVL6_embryonic_stem_cells;79071.0;ELOVL6;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.1;1.6;4.478733;2.831255;female_genital;1.376641;3.3
DSCC1_embryonic_stem_cells;79075.0;DSCC1;embryonic_stem_cells;totipotent_stem_cells;4.5;1.7;4.253716;2.565929;breast;1.22963;3.5;4.0;2.8;4.253716;1.502769;female_genital;1.206153;3.5
MEG8_placenta;79104.0;MEG8;placenta;placenta;5.2;2.0;1.731886;0.873119;breast;0.073903;23.4;3.8;2.0;1.731886;0.873119;female_genital;0.114324;15.1
ZSCAN5A_testis;79149.0;ZSCAN5A;testis;male_germinal;5.0;2.0;2.943625;1.465292;breast;0.694205;4.2;3.9;2.0;2.943625;1.465292;female_genital;0.811267;3.6
FA2H_brain;79152.0;FA2H;brain;neuro;;;;;;;;2.7;1.5;3.43127;2.230768;female_genital;0.595156;5.8
LILRP1_blood;79167.0;LILRP1;blood;hematopoietic;5.6;2.0;1.719392;0.864966;breast;0.031372;54.8;;;;;;;
LILRA6_blood;79168.0;LILRA6;blood;hematopoietic;4.5;1.7;4.141327;2.408068;breast;0.542111;7.6;3.0;1.5;2.67711;1.73337;female_genital;0.41214;6.5
BRME1_testis;79173.0;BRME1;testis;male_germinal;4.8;2.3;3.184322;1.360856;breast;0.975246;3.3;3.7;2.7;3.184322;1.196176;female_genital;0.9392;3.4
FSD1_brain;79187.0;FSD1;brain;neuro;3.9;1.3;3.932848;3.042719;breast;0.083012;47.4;;;;;;;
IRX6_connective_tissues;79190.0;IRX6;connective_tissues;soft_tissues;;;;;;;;3.3;2.3;2.372444;1.051837;female_genital;0.957522;2.5
FCRL2_tonsil;79368.0;FCRL2;tonsil;lymphoid;;;;;;;;4.1;4.4;4.054825;0.91531;female_genital;0.108812;37.3
BCL2L14_testis;79370.0;BCL2L14;testis;male_germinal;4.0;1.4;3.96495;2.891765;breast;0.335463;11.8;3.9;3.2;3.96495;1.245717;female_genital;0.217385;18.2
NOX5_spleen;79400.0;NOX5;spleen;lymphoid;4.6;3.9;2.920516;0.746427;breast;0.255551;11.4;;;;;;;
NOX5_testis;79400.0;NOX5;testis;male_germinal;4.0;3.5;2.58299;0.746427;breast;0.255551;10.1;3.1;4.6;2.58299;0.555588;female_genital;0.305286;8.5
NOX5_tonsil;79400.0;NOX5;tonsil;lymphoid;;;;;;;;2.5;4.0;2.197939;0.555588;female_genital;0.305286;7.2
GLB1L_testis;79411.0;GLB1L;testis;male_germinal;;;;;;;;3.3;1.3;4.898509;3.796131;female_genital;2.232421;2.2
KREMEN2_thymus;79412.0;KREMEN2;thymus;lymphoid;4.7;1.7;2.433826;1.424056;breast;0.112556;21.6;;;;;;;
ZBED2_thyroid_gland;79413.0;ZBED2;thyroid_gland;endocrine_gland;;;;;;;;2.9;1.4;3.326825;2.344291;female_genital;0.443753;7.5
LRRC2_muscles;79442.0;LRRC2;muscles;heart_muscles;4.4;1.5;4.935178;3.20321;breast;0.868721;5.7;3.1;1.6;3.76545;2.34916;female_genital;1.170142;3.2
BIRC7_central_nervous_system;79444.0;BIRC7;central_nervous_system;neuro;5.5;2.6;3.49982;1.369744;breast;0.197321;17.7;;;;;;;
NKAIN1_embryonic_stem_cells;79570.0;NKAIN1;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.5;1.8;3.171015;1.750863;female_genital;0.338399;9.4
EPS8L3_colon;79574.0;EPS8L3;colon;digestive;;;;;;;;3.4;1.5;2.424475;1.647552;female_genital;0.10338;23.5
SH3TC2_testis;79628.0;SH3TC2;testis;male_germinal;;;;;;;;3.3;1.4;2.658047;1.888551;female_genital;0.400676;6.6
CCDC121_testis;79635.0;CCDC121;testis;male_germinal;4.3;1.7;3.709208;2.163132;breast;1.827894;2.0;3.7;2.1;3.709208;1.776871;female_genital;1.776871;2.1
ARSJ_fibroblast;79642.0;ARSJ;fibroblast;skin_soft_tissues;;;;;;;;2.5;1.6;3.090527;1.969624;female_genital;1.18431;2.6
CLXN_testis;79645.0;CLXN;testis;male_germinal;;;;;;;;3.3;2.1;3.200618;1.547572;female_genital;1.547572;2.1
CENPU_embryonic_stem_cells;79682.0;CENPU;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.8;2.8;5.468307;1.982117;female_genital;1.060676;5.2
CENPU_testis;79682.0;CENPU;testis;male_germinal;;;;;;;;2.7;2.7;5.261453;1.982117;female_genital;1.060676;5.0
ZC2HC1C_testis;79696.0;ZC2HC1C;testis;male_germinal;5.1;2.5;3.956675;1.608373;breast;0.604717;6.5;3.8;2.8;3.956675;1.41473;female_genital;0.552547;7.2
ZMAT4_thyroid_gland;79698.0;ZMAT4;thyroid_gland;endocrine_gland;4.3;1.4;2.581111;1.794244;breast;0.155435;16.6;;;;;;;
MORC4_placenta;79710.0;MORC4;placenta;placenta;;;;;;;;3.2;1.9;5.021084;2.688201;female_genital;2.688201;1.9
ANKRD55_testis;79722.0;ANKRD55;testis;male_germinal;;;;;;;;3.1;1.5;1.643362;1.118974;female_genital;0.097849;16.8
LIN28A_embryonic_stem_cells;79727.0;LIN28A;embryonic_stem_cells;totipotent_stem_cells;6.3;4.4;8.405265;1.9311;breast;0.012151;691.7;4.1;4.4;8.405265;1.9311;female_genital;0.013319;631.1
E2F8_embryonic_stem_cells;79733.0;E2F8;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.8;1.6;1.981354;1.226362;female_genital;0.223071;8.9
TTLL7_artery;79739.0;TTLL7;artery;cardio_vascular;;;;;;;;2.6;1.2;3.705293;3.187144;female_genital;1.345257;2.8
ZBBX_testis;79740.0;ZBBX;testis;male_germinal;4.7;1.4;3.478957;2.465249;breast;0.020292;171.4;4.0;3.6;3.478957;0.968243;female_genital;0.210197;16.6
CCDC7_testis;79741.0;CCDC7;testis;male_germinal;6.0;3.2;4.377551;1.369873;breast;0.540711;8.1;4.2;5.8;4.377551;0.756329;female_genital;0.558228;7.8
ADGB_testis;79747.0;ADGB;testis;male_germinal;5.0;1.3;2.05743;1.596327;breast;0.010284;200.1;4.2;4.7;2.05743;0.433573;female_genital;0.112619;18.3
LMAN1L_spleen;79748.0;LMAN1L;spleen;lymphoid;5.0;1.7;5.114645;2.951829;breast;0.034281;149.2;;;;;;;
LMAN1L_tonsil;79748.0;LMAN1L;tonsil;lymphoid;;;;;;;;3.1;1.3;3.819876;2.951829;female_genital;0.058911;64.8
ZNF750_mouth;79755.0;ZNF750;mouth;head_neck;;;;;;;;3.1;1.6;4.898457;3.109839;female_genital;1.2848;3.8
ZFHX4_fibroblast;79776.0;ZFHX4;fibroblast;skin_soft_tissues;;;;;;;;2.9;1.5;2.085872;1.41617;female_genital;1.056673;2.0
LRRC31_rectum_anus;79782.0;LRRC31;rectum_anus;digestive;4.5;1.3;3.50248;2.63284;breast;0.280889;12.5;;;;;;;
SUGCT_peritoneum_retroperitoneum;79783.0;SUGCT;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;2.6;1.3;4.217203;3.351884;female_genital;1.084266;3.9
UGT2A3_peritoneum_retroperitoneum;79799.0;UGT2A3;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;3.1;1.7;5.767853;3.429316;female_genital;0.008145;708.1
SHCBP1_embryonic_stem_cells;79801.0;SHCBP1;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.6;1.3;2.794331;2.18424;female_genital;0.444204;6.3
HHIPL2_testis;79802.0;HHIPL2;testis;male_germinal;4.3;1.2;2.420177;2.002578;breast;0.140851;17.2;3.8;2.8;2.420177;0.85129;female_genital;0.177806;13.6
VASH2_embryonic_stem_cells;79805.0;VASH2;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.4;1.5;5.314465;3.531676;female_genital;1.229626;4.3
PTCD2_embryonic_stem_cells;79810.0;PTCD2;embryonic_stem_cells;totipotent_stem_cells;4.2;1.3;2.461812;1.86245;breast;0.974242;2.5;3.7;2.3;2.461812;1.078078;female_genital;0.805176;3.1
AGMAT_peritoneum_retroperitoneum;79814.0;AGMAT;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;3.2;1.6;7.292972;4.451165;female_genital;0.358065;20.4
DNAI4_testis;79819.0;DNAI4;testis;male_germinal;;;;;;;;3.5;2.3;3.024981;1.30392;female_genital;0.980885;3.1
