tsg;id_gene;gene_symbol;tissue_L1;tissue_L2;Z_L1;SNR_L1;SIGNAL_L1;NOISE_L1;ref_tissue_L1;REF_L1;SRR_L1;Z_L2;SNR_L2;SIGNAL_L2;NOISE_L2;ref_tissue_L2;REF_L2;SRR_L2
LOC105373224_mouth;105373224.0;LOC105373224;mouth;head_neck;;;;;;;;2.8;4.0;2.704713;0.677603;female_genital;0.271054;10.0
LOC105373299_brain;105373299.0;LOC105373299;brain;neuro;;;;;;;;3.0;4.5;1.664426;0.367622;female_genital;0.316774;5.3
LOC105373343_testis;105373343.0;LOC105373343;testis;male_germinal;6.5;394.3;2.367862;0.006005;breast;0.000954;2482.0;4.2;1035.4;2.367862;0.002287;female_genital;0.002287;1035.4
LOC105373359_pancreas;105373359.0;LOC105373359;pancreas;pancreas;;;;;;;;4.2;122.3;2.625755;0.021469;female_genital;0.007677;342.0
IDS2_brain;105373366.0;IDS2;brain;neuro;;;;;;;;2.6;1.6;2.652257;1.631116;female_genital;1.379808;1.9
LOC105373373_bronchus_lung;105373373.0;LOC105373373;bronchus_lung;tracheo_broncho_lung;6.5;97.5;1.657249;0.016999;breast;0.002535;653.7;4.2;96.7;1.642962;0.016999;female_genital;0.00238;690.3
PNMA6F_brain;105373377.0;PNMA6F;brain;neuro;6.4;7.6;1.879711;0.247108;breast;0.001804;1042.0;4.2;9.6;1.879711;0.19654;female_genital;0.005544;339.1
LOC105373393_testis;105373393.0;LOC105373393;testis;male_germinal;;;;;;;;4.2;13.3;2.49235;0.187634;female_genital;0.135738;18.4
LOC105373456_testis;105373456.0;LOC105373456;testis;male_germinal;;;;;;;;4.1;6.3;2.122562;0.336948;female_genital;0.071806;29.6
LOC105373461_testis;105373461.0;LOC105373461;testis;male_germinal;;;;;;;;4.2;57.8;1.957779;0.033858;female_genital;0.0;999.0
LAPTM4A-DT_testis;105373463.0;LAPTM4A-DT;testis;male_germinal;6.5;14.7;2.496104;0.170183;breast;0.064675;38.6;4.2;27.6;2.496104;0.090482;female_genital;0.062064;40.2
LOC105373490_thyroid_gland;105373490.0;LOC105373490;thyroid_gland;endocrine_gland;;;;;;;;3.5;1.6;2.000296;1.268027;female_genital;0.048944;40.9
LINC01849_testis;105373507.0;LINC01849;testis;male_germinal;6.4;8.6;2.17435;0.252813;breast;0.01025;212.1;4.2;35.7;2.17435;0.060987;female_genital;0.00682;318.8
LOC105373508_testis;105373508.0;LOC105373508;testis;male_germinal;;;;;;;;4.2;115.6;1.966164;0.017008;female_genital;0.0;999.0
LOC105373534_testis;105373534.0;LOC105373534;testis;male_germinal;;;;;;;;4.2;22.7;2.36872;0.104532;female_genital;0.005231;452.8
LINC01886_thyroid_gland;105373537.0;LINC01886;thyroid_gland;endocrine_gland;5.4;1.7;2.070898;1.221652;breast;0.069543;29.8;;;;;;;
LOC105373553_testis;105373553.0;LOC105373553;testis;male_germinal;;;;;;;;3.4;1.8;1.93328;1.057652;female_genital;0.483138;4.0
LOC105373554_testis;105373554.0;LOC105373554;testis;male_germinal;;;;;;;;4.2;20.9;2.236427;0.106799;female_genital;0.006502;344.0
LOC105373594_testis;105373594.0;LOC105373594;testis;male_germinal;;;;;;;;4.2;69.1;1.612165;0.023331;female_genital;0.001764;913.9
LOC105373692_kidney;105373692.0;LOC105373692;kidney;urinary_kidney;;;;;;;;4.2;18.1;2.168754;0.120109;female_genital;0.0;999.0
LOC105373711_blood;105373711.0;LOC105373711;blood;hematopoietic;;;;;;;;4.1;4.3;1.598363;0.372784;female_genital;0.016735;95.5
GPR155-DT_testis;105373748.0;GPR155-DT;testis;male_germinal;;;;;;;;3.9;4.1;1.750578;0.42637;female_genital;0.135633;12.9
LOC105373791_placenta;105373791.0;LOC105373791;placenta;placenta;;;;;;;;2.5;1.6;5.491269;3.455997;female_genital;3.455997;1.6
STAT4-AS1_testis;105373805.0;STAT4-AS1;testis;male_germinal;;;;;;;;3.7;2.3;1.633868;0.699156;female_genital;0.114687;14.2
MYOSLID_fibroblast;105373853.0;MYOSLID;fibroblast;skin_soft_tissues;5.7;3.3;1.995571;0.600597;breast;0.48265;4.1;4.0;3.3;1.995571;0.600597;female_genital;0.319379;6.2
LINC01614_thymus;105373869.0;LINC01614;thymus;lymphoid;4.5;1.2;1.594827;1.332965;breast;0.159729;10.0;;;;;;;
LOC105373876_testis;105373876.0;LOC105373876;testis;male_germinal;6.5;33.7;2.014373;0.05972;breast;0.018625;108.2;4.2;55.3;2.014373;0.03643;female_genital;0.01711;117.7
LOC105373920_testis;105373920.0;LOC105373920;testis;male_germinal;;;;;;;;4.2;57.9;1.629616;0.028161;female_genital;0.00499;326.6
LINC01891_thymus;105373934.0;LINC01891;thymus;lymphoid;5.7;2.0;1.883471;0.956773;breast;0.156885;12.0;;;;;;;
LOC105373939_mouth;105373939.0;LOC105373939;mouth;head_neck;;;;;;;;3.9;2.3;2.670498;1.169747;female_genital;0.057309;46.6
LINC02024_testis;105374057.0;LINC02024;testis;male_germinal;6.5;26.8;2.660558;0.099205;breast;0.007821;340.2;4.2;43.6;2.660558;0.061061;female_genital;0.023217;114.6
LOC105374063_muscles;105374063.0;LOC105374063;muscles;heart_muscles;;;;;;;;3.8;3.5;1.720875;0.498351;female_genital;0.291923;5.9
LOC105374171_fibroblast;105374171.0;LOC105374171;fibroblast;skin_soft_tissues;6.2;3.6;2.158297;0.598424;breast;0.297558;7.3;4.1;3.6;2.158297;0.598424;female_genital;0.158324;13.6
LOC105374240_testis;105374240.0;LOC105374240;testis;male_germinal;;;;;;;;4.2;13.3;2.237293;0.168552;female_genital;0.168552;13.3
LOC105374282_testis;105374282.0;LOC105374282;testis;male_germinal;;;;;;;;4.2;447.0;1.634788;0.003657;female_genital;0.0;999.0
LINC02038_gallbladder;105374285.0;LINC02038;gallbladder;hepato_bilary;4.1;1.5;2.77262;1.880602;breast;0.024898;111.4;;;;;;;
LOC105374297_testis;105374297.0;LOC105374297;testis;male_germinal;;;;;;;;4.1;5.5;4.707055;0.849466;female_genital;0.710137;6.6
LOC105374301_testis;105374301.0;LOC105374301;testis;male_germinal;;;;;;;;4.2;22.8;3.618507;0.158601;female_genital;0.142512;25.4
LOC105374328_testis;105374328.0;LOC105374328;testis;male_germinal;6.3;6.8;2.324322;0.34322;breast;0.127283;18.3;4.2;11.4;2.324322;0.204683;female_genital;0.136125;17.1
LOC105374338_brain;105374338.0;LOC105374338;brain;neuro;;;;;;;;3.5;1.5;1.667964;1.114619;female_genital;0.00236;706.8
LOC105374339_prostate;105374339.0;LOC105374339;prostate;male_genital;;;;;;;;3.4;1.7;1.623658;0.946002;female_genital;0.171702;9.5
LOC105374341_testis;105374341.0;LOC105374341;testis;male_germinal;;;;;;;;4.0;3.7;1.662075;0.444019;female_genital;0.148872;11.2
LOC105374353_testis;105374353.0;LOC105374353;testis;male_germinal;;;;;;;;4.1;4.1;1.85372;0.452282;female_genital;0.129734;14.3
LOC105374412_tonsil;105374412.0;LOC105374412;tonsil;lymphoid;;;;;;;;3.2;1.9;1.722443;0.883874;female_genital;0.4888;3.5
SMIM14-DT_testis;105374419.0;SMIM14-DT;testis;male_germinal;;;;;;;;4.2;6.5;1.590998;0.243591;female_genital;0.093831;17.0
STIM2-AS1_testis;105374546.0;STIM2-AS1;testis;male_germinal;;;;;;;;4.1;6.9;2.359852;0.342448;female_genital;0.19499;12.1
LINC02501_testis;105374565.0;LINC02501;testis;male_germinal;6.5;53.7;1.715839;0.031973;breast;0.000817;2100.2;4.2;161.4;1.715839;0.010632;female_genital;0.003143;545.9
LINC01820_testis;105374582.0;LINC01820;testis;male_germinal;6.4;6.6;2.854374;0.432265;breast;0.014938;191.1;4.2;6.6;2.854374;0.432265;female_genital;0.014331;199.2
LOC105374629_testis;105374629.0;LOC105374629;testis;male_germinal;;;;;;;;4.2;116.9;2.47031;0.021128;female_genital;0.00374;660.5
LINC02121_kidney;105374631.0;LINC02121;kidney;urinary_kidney;4.1;80.6;2.64695;0.032829;breast;0.00104;2545.1;;;;;;;
LINC02121_peritoneum_retroperitoneum;105374631.0;LINC02121;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;4.9;97.1;3.187332;0.032829;breast;0.00104;3064.7;3.5;1.5;3.187332;2.157831;female_genital;0.004919;648.0
LINC02142_testis;105374644.0;LINC02142;testis;male_germinal;6.5;273.5;2.67968;0.009796;breast;0.0059;454.2;4.2;471.4;2.67968;0.005685;female_genital;0.004712;568.7
LOC105374682_testis;105374682.0;LOC105374682;testis;male_germinal;;;;;;;;4.2;14.0;1.547126;0.110719;female_genital;0.001786;866.3
LOC105374702_prostate;105374702.0;LOC105374702;prostate;male_genital;;;;;;;;4.2;1949393.0;1.949393;0.0;female_genital;0.0;999.0
LOC105374703_prostate;105374703.0;LOC105374703;prostate;male_genital;;;;;;;;4.2;228.9;2.240033;0.009786;female_genital;0.0;999.0
LINC02061_kidney;105374714.0;LINC02061;kidney;urinary_kidney;4.7;289.3;2.161256;0.007471;breast;0.001491;1449.5;2.7;235.8;1.761486;0.007471;female_genital;0.001637;1076.0
LINC02061_peritoneum_retroperitoneum;105374714.0;LINC02061;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;4.3;263.5;1.968451;0.007471;breast;0.001491;1320.2;3.1;263.5;1.968451;0.007471;female_genital;0.001637;1202.5
LINC01795_embryonic_stem_cells;105374744.0;LINC01795;embryonic_stem_cells;totipotent_stem_cells;6.4;6.1;1.550988;0.253228;breast;0.001399;1108.6;4.2;6.1;1.550988;0.253228;female_genital;0.002606;595.2
LOC105374746_blood;105374746.0;LOC105374746;blood;hematopoietic;;;;;;;;3.1;1.5;1.707786;1.159966;female_genital;0.164933;10.4
LOC105374748_testis;105374748.0;LOC105374748;testis;male_germinal;;;;;;;;3.3;1.6;1.746188;1.065556;female_genital;0.111334;15.7
LOC105374758_testis;105374758.0;LOC105374758;testis;male_germinal;;;;;;;;4.2;13.6;3.159768;0.232069;female_genital;0.151497;20.9
LINC01805_skin;105374774.0;LINC01805;skin;soft_tissues;4.9;1.8;1.604333;0.882979;breast;0.036636;43.8;;;;;;;
LINC01890_testis;105374791.0;LINC01890;testis;male_germinal;6.5;14.7;2.629151;0.179259;breast;0.015179;173.2;4.2;22.9;2.629151;0.114713;female_genital;0.012452;211.1
LOC105374802_testis;105374802.0;LOC105374802;testis;male_germinal;;;;;;;;4.2;31.3;2.541841;0.081105;female_genital;0.014691;173.0
LOC105374836_testis;105374836.0;LOC105374836;testis;male_germinal;;;;;;;;3.1;1.5;3.390364;2.304443;female_genital;0.523502;6.5
CHMP3-AS1_blood;105374845.0;CHMP3-AS1;blood;hematopoietic;;;;;;;;3.5;2.3;3.432758;1.498688;female_genital;0.93577;3.7
LOC105374851_testis;105374851.0;LOC105374851;testis;male_germinal;;;;;;;;4.2;165.7;2.040056;0.012314;female_genital;0.0;999.0
NQO2-AS1_testis;105374888.0;NQO2-AS1;testis;male_germinal;;;;;;;;2.7;1.4;2.369258;1.710065;female_genital;0.819122;2.9
LOC105374898_brain;105374898.0;LOC105374898;brain;neuro;;;;;;;;3.1;1.5;2.408558;1.576193;female_genital;0.728047;3.3
NUP153-AS1_haematopoietic_div;105374952.0;NUP153-AS1;haematopoietic_div;hematopoietic;4.2;1.5;3.170292;2.057098;breast;0.782708;4.1;;;;;;;
LOC105374960_bronchus_lung;105374960.0;LOC105374960;bronchus_lung;tracheo_broncho_lung;;;;;;;;4.2;15.4;1.528719;0.099547;female_genital;0.004234;361.1
LOC105374989_testis;105374989.0;LOC105374989;testis;male_germinal;6.5;38.0;2.034603;0.053574;breast;0.017889;113.7;4.2;68.4;2.034603;0.029733;female_genital;0.018467;110.2
LOC105375018_blood;105375018.0;LOC105375018;blood;hematopoietic;;;;;;;;2.7;1.3;1.642502;1.275542;female_genital;0.439807;3.7
LOC105375034_testis;105375034.0;LOC105375034;testis;male_germinal;;;;;;;;4.1;3.9;1.880573;0.482575;female_genital;0.097095;19.4
LOC105375035_testis;105375035.0;LOC105375035;testis;male_germinal;;;;;;;;4.1;4.4;2.33242;0.525346;female_genital;0.043297;53.9
RUNX2-AS1_testis;105375077.0;RUNX2-AS1;testis;male_germinal;6.5;41.0;2.062575;0.050247;breast;0.003609;571.5;4.2;185.3;2.062575;0.011134;female_genital;0.004493;459.1
LOC105375095_testis;105375095.0;LOC105375095;testis;male_germinal;4.9;2.5;2.484434;1.00725;breast;0.883684;2.8;3.9;3.1;2.484434;0.811426;female_genital;0.727121;3.4
LOC105375206_testis;105375206.0;LOC105375206;testis;male_germinal;;;;;;;;4.2;309.0;1.967706;0.006367;female_genital;0.001116;1763.2
LOC105375264_placenta;105375264.0;LOC105375264;placenta;placenta;;;;;;;;3.4;1.7;1.786192;1.064344;female_genital;0.081167;22.0
LINC02838_testis;105375273.0;LINC02838;testis;male_germinal;;;;;;;;4.2;272.7;2.569655;0.009422;female_genital;0.00553;464.7
LOC105375296_testis;105375296.0;LOC105375296;testis;male_germinal;;;;;;;;4.2;1629074.0;1.629074;0.0;female_genital;0.0;999.0
LOC105375297_testis;105375297.0;LOC105375297;testis;male_germinal;6.5;601.5;3.407375;0.005665;breast;0.003818;892.5;4.2;995.1;3.407375;0.003424;female_genital;0.003409;999.5
LOC105375303_testis;105375303.0;LOC105375303;testis;male_germinal;;;;;;;;4.2;50.5;1.717781;0.034039;female_genital;0.034039;50.5
LOC105375322_testis;105375322.0;LOC105375322;testis;male_germinal;;;;;;;;4.2;14.9;1.873587;0.125999;female_genital;0.071093;26.4
LOC105375350_brain;105375350.0;LOC105375350;brain;neuro;;;;;;;;3.8;2.3;1.562407;0.679215;female_genital;0.232302;6.7
TFPI2-DT_placenta;105375401.0;TFPI2-DT;placenta;placenta;6.5;13.9;4.256912;0.305903;breast;0.062809;67.8;4.2;16.1;4.256912;0.263999;female_genital;0.077713;54.8
LOC105375427_tonsil;105375427.0;LOC105375427;tonsil;lymphoid;;;;;;;;3.9;3.0;1.690203;0.560804;female_genital;0.100236;16.9
LOC105375431_colon;105375431.0;LOC105375431;colon;digestive;;;;;;;;3.1;8.9;2.017359;0.226283;female_genital;0.018424;109.5
LOC105375431_prostate;105375431.0;LOC105375431;prostate;male_genital;;;;;;;;2.7;8.0;1.799093;0.226283;female_genital;0.018424;97.6
LOC105375521_placenta;105375521.0;LOC105375521;placenta;placenta;;;;;;;;3.7;2.4;1.804358;0.75267;female_genital;0.546284;3.3
TMEM139-AS1_kidney;105375545.0;TMEM139-AS1;kidney;urinary_kidney;;;;;;;;2.5;1.2;1.843568;1.569607;female_genital;0.199056;9.3
LOC105375602_testis;105375602.0;LOC105375602;testis;male_germinal;;;;;;;;4.2;384.4;1.8485;0.004809;female_genital;0.0;999.0
MNX1-AS2_pancreas;105375606.0;MNX1-AS2;pancreas;pancreas;4.5;1.5;1.955351;1.275658;breast;0.131979;14.8;4.1;4.1;1.955351;0.476953;female_genital;0.109954;17.8
LINC01022_testis;105375616.0;LINC01022;testis;male_germinal;6.5;16.8;1.914877;0.114154;breast;0.007807;245.3;4.2;23.9;1.914877;0.080091;female_genital;0.006934;276.2
WWP1-AS1_peritoneum_retroperitoneum;105375624.0;WWP1-AS1;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;2.7;1.2;1.523656;1.30757;female_genital;0.487843;3.1
LOC105375647_colon;105375647.0;LOC105375647;colon;digestive;;;;;;;;4.2;11.4;3.130708;0.274311;female_genital;0.078734;39.8
MIR3150BHG_testis;105375650.0;MIR3150BHG;testis;male_germinal;6.0;4.6;2.292783;0.503286;breast;0.049249;46.6;4.2;7.5;2.292783;0.303698;female_genital;0.040064;57.2
LOC105375671_testis;105375671.0;LOC105375671;testis;male_germinal;;;;;;;;4.2;126.4;1.715757;0.013578;female_genital;0.002453;699.5
LINC02844_testis;105375679.0;LINC02844;testis;male_germinal;6.5;13.3;3.086429;0.231993;breast;0.006716;459.6;4.2;13.3;3.086429;0.231993;female_genital;0.008504;362.9
LOC105375692_kidney;105375692.0;LOC105375692;kidney;urinary_kidney;;;;;;;;3.0;9.9;2.055987;0.206642;female_genital;0.003335;616.5
LOC105375692_liver;105375692.0;LOC105375692;liver;hepato_bilary;;;;;;;;2.8;9.1;1.884057;0.206642;female_genital;0.003335;564.9
LOC105375709_testis;105375709.0;LOC105375709;testis;male_germinal;;;;;;;;4.2;6.9;1.630641;0.235495;female_genital;0.003994;408.3
MAL2-AS1_testis;105375726.0;MAL2-AS1;testis;male_germinal;5.8;3.0;2.258303;0.752574;breast;0.110946;20.4;4.1;6.3;2.258303;0.359452;female_genital;0.145773;15.5
SMILR_larynx;105375734.0;SMILR;larynx;head_neck;4.5;1.8;1.609547;0.872021;breast;0.03282;49.0;;;;;;;
LOC105375742_testis;105375742.0;LOC105375742;testis;male_germinal;;;;;;;;4.2;14.4;1.5431;0.107516;female_genital;0.002451;629.6
LOC105375747_testis;105375747.0;LOC105375747;testis;male_germinal;6.5;461.9;2.902799;0.006284;breast;0.002449;1185.3;4.2;649.1;2.902799;0.004472;female_genital;0.001599;1815.4
LOC105375782_testis;105375782.0;LOC105375782;testis;male_germinal;;;;;;;;4.2;63.9;1.806751;0.028272;female_genital;0.005735;315.0
LOC105375836_brain;105375836.0;LOC105375836;brain;neuro;;;;;;;;2.8;1.3;1.620292;1.244999;female_genital;0.154688;10.5
LOC105375839_testis;105375839.0;LOC105375839;testis;male_germinal;;;;;;;;4.2;13.4;1.578153;0.117995;female_genital;0.049383;32.0
XKR4-AS1_testis;105375843.0;XKR4-AS1;testis;male_germinal;6.5;57.4;2.253349;0.039278;breast;0.005315;424.0;4.2;128.7;2.253349;0.017512;female_genital;0.003969;567.7
LOC105375878_blood;105375878.0;LOC105375878;blood;hematopoietic;;;;;;;;4.2;25.5;2.4898;0.097458;female_genital;0.011515;216.2
LOC105375879_blood;105375879.0;LOC105375879;blood;hematopoietic;;;;;;;;3.9;2.8;1.631088;0.591217;female_genital;0.131969;12.4
LOC105376020_connective_tissues;105376020.0;LOC105376020;connective_tissues;soft_tissues;;;;;;;;3.0;1.3;2.195281;1.709289;female_genital;0.366201;6.0
LOC105376023_testis;105376023.0;LOC105376023;testis;male_germinal;;;;;;;;4.2;5.8;2.724985;0.469703;female_genital;0.050136;54.4
FAM242F_testis;105376064.0;FAM242F;testis;male_germinal;6.5;17.4;3.045285;0.17457;breast;0.014281;213.2;4.2;20.5;3.045285;0.14879;female_genital;0.01629;186.9
SLC28A3-AS1_bone_marrow;105376116.0;SLC28A3-AS1;bone_marrow;hematopoietic;4.2;2.2;2.501017;1.154454;breast;0.081139;30.8;;;;;;;
SLC28A3-AS1_gallbladder;105376116.0;SLC28A3-AS1;gallbladder;hepato_bilary;4.3;2.2;2.560995;1.154454;breast;0.081139;31.6;;;;;;;
LOC105376127_placenta;105376127.0;LOC105376127;placenta;placenta;;;;;;;;4.2;42.9;2.409532;0.056185;female_genital;0.0;999.0
LOC105376186_testis;105376186.0;LOC105376186;testis;male_germinal;;;;;;;;4.2;72.6;2.442239;0.033659;female_genital;0.00324;753.8
FKTN-AS1_testis;105376199.0;FKTN-AS1;testis;male_germinal;;;;;;;;4.2;15.5;1.770497;0.114207;female_genital;0.055917;31.7
TEX53_testis;105376230.0;TEX53;testis;male_germinal;6.5;19.9;4.534885;0.227954;breast;0.1403;32.3;4.2;23.1;4.534885;0.196373;female_genital;0.107748;42.1
LOC105376242_prostate;105376242.0;LOC105376242;prostate;male_genital;;;;;;;;4.2;12.4;2.656532;0.214263;female_genital;0.0;999.0
LOC105376294_kidney;105376294.0;LOC105376294;kidney;urinary_kidney;;;;;;;;3.4;1.6;1.653266;1.003281;female_genital;0.195819;8.4
LOC105376319_brain;105376319.0;LOC105376319;brain;neuro;;;;;;;;3.8;2.4;3.229747;1.36856;female_genital;0.651055;5.0
BEND7-DT_testis;105376421.0;BEND7-DT;testis;male_germinal;6.3;6.4;2.003882;0.312702;breast;0.038726;51.7;4.2;8.7;2.003882;0.22937;female_genital;0.06437;31.1
LOC105376461_testis;105376461.0;LOC105376461;testis;male_germinal;;;;;;;;4.2;22.3;3.034682;0.136242;female_genital;0.000278;10916.1
LOC105376617_peritoneum_retroperitoneum;105376617.0;LOC105376617;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;2.8;2.0;1.513919;0.767825;female_genital;0.116306;13.0
EXOSC10-AS1_testis;105376736.0;EXOSC10-AS1;testis;male_germinal;;;;;;;;3.0;1.2;1.501189;1.213091;female_genital;0.501676;3.0
LINC01784_testis;105376745.0;LINC01784;testis;male_germinal;6.5;168.6;1.997655;0.011849;breast;0.002388;836.5;4.2;232.8;1.997655;0.008582;female_genital;0.001713;1166.2
LOC105376767_pancreas;105376767.0;LOC105376767;pancreas;pancreas;;;;;;;;4.2;14.6;2.230257;0.153258;female_genital;0.041907;53.2
LOC105376781_blood;105376781.0;LOC105376781;blood;hematopoietic;;;;;;;;2.7;1.4;4.057083;2.948242;female_genital;1.423595;2.8
LOC105376786_testis;105376786.0;LOC105376786;testis;male_germinal;;;;;;;;4.1;3.7;1.745173;0.474624;female_genital;0.0;999.0
LOC105376810_prostate;105376810.0;LOC105376810;prostate;male_genital;;;;;;;;4.0;3.6;2.399817;0.670223;female_genital;0.263617;9.1
LOC105376922_testis;105376922.0;LOC105376922;testis;male_germinal;;;;;;;;4.0;5.2;1.673577;0.324607;female_genital;0.13793;12.1
LOC105376975_testis;105376975.0;LOC105376975;testis;male_germinal;;;;;;;;4.2;49.4;2.115493;0.04285;female_genital;0.0;999.0
LOC105376980_testis;105376980.0;LOC105376980;testis;male_germinal;;;;;;;;4.2;36.1;5.36003;0.148329;female_genital;0.009108;588.5
LOC105377004_testis;105377004.0;LOC105377004;testis;male_germinal;;;;;;;;4.2;104.7;3.084868;0.029472;female_genital;0.002507;1230.5
LINC02084_spleen;105377006.0;LINC02084;spleen;lymphoid;4.1;1.3;1.711086;1.297423;breast;0.294882;5.8;;;;;;;
LINC02084_tonsil;105377006.0;LINC02084;tonsil;lymphoid;;;;;;;;3.5;1.7;1.594587;0.928197;female_genital;0.268913;5.9
LOC105377033_testis;105377033.0;LOC105377033;testis;male_germinal;;;;;;;;3.8;2.6;2.007703;0.777211;female_genital;0.232437;8.6
LINC02009_blood;105377068.0;LINC02009;blood;hematopoietic;;;;;;;;4.0;3.6;1.828267;0.511037;female_genital;0.069162;26.4
LOC105377082_testis;105377082.0;LOC105377082;testis;male_germinal;;;;;;;;4.2;112.6;1.72592;0.015334;female_genital;0.0;999.0
LOC105377103_prostate;105377103.0;LOC105377103;prostate;male_genital;;;;;;;;3.9;2.9;1.787423;0.615169;female_genital;0.615169;2.9
FAM3D-AS1_gallbladder;105377108.0;FAM3D-AS1;gallbladder;hepato_bilary;4.8;1.3;3.531129;2.656476;breast;0.088202;40.0;;;;;;;
LOC105377121_testis;105377121.0;LOC105377121;testis;male_germinal;;;;;;;;4.2;201.9;1.922983;0.009524;female_genital;0.005741;335.0
LOC105377135_testis;105377135.0;LOC105377135;testis;male_germinal;;;;;;;;4.2;6.1;2.007299;0.327803;female_genital;0.070686;28.4
LOC105377146_testis;105377146.0;LOC105377146;testis;male_germinal;;;;;;;;4.2;163.4;1.911123;0.011699;female_genital;0.0;999.0
LOC105377162_testis;105377162.0;LOC105377162;testis;male_germinal;;;;;;;;4.2;456.5;2.146229;0.004702;female_genital;0.003348;641.0
LINC02619_testis;105377245.0;LINC02619;testis;male_germinal;6.5;169.4;2.478752;0.014634;breast;0.00441;562.1;4.2;532.5;2.478752;0.004655;female_genital;0.003981;622.6
LINC02469_prostate;105377301.0;LINC02469;prostate;male_genital;6.3;5.5;2.293485;0.417291;breast;0.100127;22.9;4.2;8.8;2.293485;0.260755;female_genital;0.09439;24.3
LOC105377363_pituitary_gland;105377363.0;LOC105377363;pituitary_gland;endocrine_gland;5.0;1.6;1.798225;1.119751;breast;0.001557;1154.9;;;;;;;
LINC02263_testis;105377390.0;LINC02263;testis;male_germinal;6.5;11.3;1.704159;0.151157;breast;0.002478;687.7;4.2;15.3;1.704159;0.111655;female_genital;0.002447;696.4
LINC02491_testis;105377467.0;LINC02491;testis;male_germinal;6.5;411.7;2.399546;0.005828;breast;0.005828;411.7;4.2;724.5;2.399546;0.003312;female_genital;0.003312;724.5
